 
 
 
 
#  id     pos         dens           U           pres       weightedn    weightedP    weightedU       A    hsmooth
 177   1.7700E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 178   1.7800E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 179   1.7900E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 180   1.8000E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 181   1.8100E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 182   1.8200E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 183   1.8300E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 184   1.8400E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 185   1.8500E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 186   1.8600E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 187   1.8700E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 188   1.8800E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 189   1.8900E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 190   1.9000E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 191   1.9100E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 192   1.9200E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 193   1.9300E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 194   1.9400E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 195   1.9500E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 196   1.9600E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 197   1.9700E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 198   1.9800E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 199   1.9900E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 200   2.0000E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 201   2.0100E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 202   2.0200E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 203   2.0300E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 204   2.0400E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 205   2.0500E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 206   2.0600E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 207   2.0700E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 208   2.0800E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 209   2.0900E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 210   2.1000E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 211   2.1100E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 212   2.1200E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 213   2.1300E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 214   2.1400E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 215   2.1500E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 216   2.1600E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 217   2.1700E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 218   2.1800E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 219   2.1900E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 220   2.2000E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 221   2.2100E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 222   2.2200E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 223   2.2300E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 224   2.2400E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 225   2.2500E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 226   2.2600E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 227   2.2700E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 228   2.2800E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 229   2.2900E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 230   2.3000E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 231   2.3100E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 232   2.3200E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 233   2.3300E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 234   2.3400E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 235   2.3500E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 236   2.3600E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 237   2.3700E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 238   2.3800E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 239   2.3900E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 240   2.4000E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 241   2.4100E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 242   2.4200E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 243   2.4300E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 244   2.4400E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 245   2.4500E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 246   2.4600E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 247   2.4700E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0981E+02   1.0327E+02   1.0000E+00   4.9262E-02   2.4859E-01
 248   2.4800E+01   3.0985E+02   1.0000E+00   1.0328E+02   3.0985E+02   1.0328E+02   1.0000E+00   4.9260E-02   2.4859E-01
 249   2.4900E+01   2.9913E+02   1.0000E+00   9.9709E+01   3.2703E+02   1.0901E+02   1.0000E+00   4.8382E-02   2.5187E-01
 250   2.5000E+01   9.9678E+01   1.0000E+00   3.3226E+01   8.6782E+01   2.8927E+01   1.0000E+00   7.5290E-02   3.6209E-01
 251   2.6000E+01   6.5607E-01   1.0039E+03   2.1954E+02   4.3519E-01   1.4563E+02   1.0039E+03   4.4157E+02   1.9410E+00
 252   2.7000E+01   3.1595E-01   1.0039E+03   1.0573E+02   3.0589E-01   1.0236E+02   1.0039E+03   4.9664E+02   2.4681E+00
 253   2.8000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0859E-01   1.0326E+02   1.0039E+03   4.9519E+02   2.4908E+00
 254   2.9000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0866E-01   1.0329E+02   1.0039E+03   4.9515E+02   2.4908E+00
 255   3.0000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 256   3.1000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 257   3.2000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 258   3.3000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 259   3.4000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 260   3.5000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 261   3.6000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 262   3.7000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 263   3.8000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 264   3.9000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 265   4.0000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 266   4.1000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 267   4.2000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 268   4.3000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 269   4.4000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 270   4.5000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 271   4.6000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 272   4.7000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 273   4.8000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 274   4.9000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 275   5.0000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 276   5.1000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 277   5.2000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 278   5.3000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 279   5.4000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 280   5.5000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 281   5.6000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 282   5.7000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 283   5.8000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 284   5.9000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 285   6.0000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 286   6.1000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 287   6.2000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 288   6.3000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 289   6.4000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 290   6.5000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 291   6.6000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 292   6.7000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 293   6.8000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 294   6.9000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 295   7.0000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 296   7.1000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 297   7.2000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 298   7.3000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 299   7.4000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 300   7.5000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 301   7.6000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 302   7.7000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 303   7.8000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 304   7.9000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 305   8.0000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 306   8.1000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 307   8.2000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 308   8.3000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 309   8.4000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 310   8.5000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 311   8.6000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 312   8.7000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 313   8.8000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 314   8.9000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 315   9.0000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 316   9.1000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 317   9.2000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 318   9.3000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 319   9.4000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 320   9.5000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 321   9.6000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 322   9.7000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 323   9.8000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 324   9.9000E+01   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 325   1.0000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 326   1.0100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 327   1.0200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 328   1.0300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 329   1.0400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 330   1.0500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 331   1.0600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 332   1.0700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 333   1.0800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 334   1.0900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 335   1.1000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 336   1.1100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 337   1.1200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 338   1.1300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 339   1.1400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 340   1.1500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 341   1.1600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 342   1.1700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 343   1.1800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 344   1.1900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 345   1.2000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 346   1.2100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 347   1.2200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 348   1.2300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 349   1.2400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 350   1.2500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 351   1.2600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 352   1.2700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 353   1.2800E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 354   1.2900E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 355   1.3000E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 356   1.3100E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 357   1.3200E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 358   1.3300E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 359   1.3400E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 360   1.3500E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 361   1.3600E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
 362   1.3700E+02   3.0865E-01   1.0039E+03   1.0328E+02   3.0865E-01   1.0328E+02   1.0039E+03   4.9516E+02   2.4908E+00
